门店ID,品牌品类,部门(新版),类别描述(新版),日历年(YYYY年),日历周(周一起),直营净零售数量
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W15,12
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W16,8
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W17,8
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W18,16
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W19,19
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W20,17
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W21,23
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W22,23
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W23,13
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W24,13
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W25,13
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W26,16
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W27,10
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W28,13
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W29,13
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W30,8
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W31,14
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W32,18
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W33,18
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W34,7
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W35,5
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W36,1
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W37,5
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W38,4
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W39,2
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W40,4
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W41,2
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W42,2
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W45,1
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W46,1
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W47,1
A00021S112,Metersbonwe品牌,女装,梭织半裙,2018年,2018 W48,2
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W05,1
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W12,3
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W13,1
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W15,4
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W16,-1
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W17,2
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W18,1
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W19,1
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W20,1
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W21,1
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W23,4
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W24,4
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W25,4
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W26,6
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W27,1
A00021S112,Metersbonwe品牌,女装,梭织半裙,2019年,2019 W30,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W02,3
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W03,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W07,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W16,4
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W17,3
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W18,6
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W19,2
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W20,6
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W21,8
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W22,15
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W23,9
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W24,10
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W25,9
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W26,14
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W27,18
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W28,14
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W29,12
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W30,17
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W31,10
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W32,10
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W33,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W34,7
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W35,3
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W36,4
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W38,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W40,3
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W44,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W46,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W47,4
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W48,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W49,3
A00021S112,Metersbonwe品牌,女装,梭织短裤,2017年,2017 W50,3
A00021S112,Metersbonwe品牌,女装,梭织短裤,2018年,2018 W03,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2018年,2018 W05,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2018年,2018 W06,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2018年,2018 W08,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2018年,2018 W32,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2018年,2018 W43,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2018年,2018 W44,5
A00021S112,Metersbonwe品牌,女装,梭织短裤,2018年,2018 W45,2
A00021S112,Metersbonwe品牌,女装,梭织短裤,2018年,2018 W46,3
A00021S112,Metersbonwe品牌,女装,梭织短裤,2018年,2018 W47,2
A00021S112,Metersbonwe品牌,女装,梭织短裤,2019年,2019 W16,2
A00021S112,Metersbonwe品牌,女装,梭织短裤,2019年,2019 W17,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2019年,2019 W19,2
A00021S112,Metersbonwe品牌,女装,梭织短裤,2019年,2019 W20,2
A00021S112,Metersbonwe品牌,女装,梭织短裤,2019年,2019 W21,1
A00021S112,Metersbonwe品牌,女装,梭织短裤,2019年,2019 W22,2
A00021S112,Metersbonwe品牌,女装,梭织短裤,2019年,2019 W23,2
A00021S112,Metersbonwe品牌,女装,梭织短裤,2019年,2019 W24,5
A00021S112,Metersbonwe品牌,女装,梭织短裤,2019年,2019 W25,14
A00021S112,Metersbonwe品牌,女装,梭织短裤,2019年,2019 W26,1
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W01,27
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W02,47
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W03,55
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W04,39
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W05,27
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W06,13
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W07,10
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W08,4
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W09,7
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W10,4
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W11,8
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W12,5
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W13,4
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W14,5
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W15,1
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W37,1
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W38,3
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W40,4
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W41,10
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W42,18
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W43,8
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W44,15
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W45,17
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W46,21
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W47,10
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W48,9
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W49,12
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W50,8
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W51,6
A00021S112,Metersbonwe品牌,女装,梭织褛,2017年,2017 W52,12
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W01,16
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W02,6
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W03,18
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W04,12
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W05,20
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W06,16
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W07,17
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W08,8
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W09,12
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W10,5
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W11,7
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W12,3
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W13,1
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W14,7
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W15,1
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W17,-1
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W41,2
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W42,12
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W43,10
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W44,7
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W45,6
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W46,11
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W47,9
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W48,12
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W49,8
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W50,13
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W51,10
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2018 W52,15
A00021S112,Metersbonwe品牌,女装,梭织褛,2018年,2019 W01,13
A00021S112,Metersbonwe品牌,女装,梭织褛,2019年,2019 W01,21
A00021S112,Metersbonwe品牌,女装,梭织褛,2019年,2019 W02,16
A00021S112,Metersbonwe品牌,女装,梭织褛,2019年,2019 W03,32
A00021S112,Metersbonwe品牌,女装,梭织褛,2019年,2019 W04,28
A00021S112,Metersbonwe品牌,女装,梭织褛,2019年,2019 W05,30
A00021S112,Metersbonwe品牌,女装,梭织褛,2019年,2019 W06,8
A00021S112,Metersbonwe品牌,女装,梭织褛,2019年,2019 W07,4
A00021S112,Metersbonwe品牌,女装,梭织褛,2019年,2019 W08,7
A00021S112,Metersbonwe品牌,女装,梭织褛,2019年,2019 W09,4
A00021S112,Metersbonwe品牌,女装,梭织褛,2019年,2019 W10,5
A00021S112,Metersbonwe品牌,女装,梭织褛,2019年,2019 W11,4
A00021S112,Metersbonwe品牌,女装,梭织褛,2019年,2019 W12,3
A00021S112,Metersbonwe品牌,女装,梭织褛,2019年,2019 W13,1
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W01,9
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W02,19
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W03,21
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W04,15
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W05,9
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W06,2
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W07,12
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W08,8
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W09,14
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W10,17
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W11,30
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W12,28
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W13,19
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W14,23
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W15,11
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W16,13
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W17,18
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W18,18
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W19,12
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W20,4
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W21,7
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W22,15
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W23,8
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W24,11
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W25,16
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W26,7
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W27,11
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W28,18
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W29,9
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W30,11
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W31,2
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W32,2
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W33,4
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W34,7
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W35,17
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W36,17
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W37,11
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W38,13
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W39,24
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W40,37
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W41,30
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W42,13
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W43,10
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W44,18
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W45,19
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W46,17
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W47,10
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W48,2
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W49,7
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W50,5
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W51,3
A00021S112,Metersbonwe品牌,女装,梭织长裤,2017年,2017 W52,2
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W01,6
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W02,8
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W03,2
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W04,1
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W05,7
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W06,1
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W07,1
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W08,2
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W09,5
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W10,2
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W11,3
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W12,6
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W13,12
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W14,31
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W15,23
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W16,33
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W17,23
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W18,39
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W19,32
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W20,28
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W21,24
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W22,28
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W23,20
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W24,15
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W25,9
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W26,16
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W27,28
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W28,32
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W29,19
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W30,15
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W31,12
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W32,16
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W33,22
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W34,19
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W35,14
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W36,16
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W37,23
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W38,18
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W39,24
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W40,35
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W41,14
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W42,13
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W43,11
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W44,4
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W45,5
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W46,9
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W47,7
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W48,8
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W49,6
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W50,3
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W51,16
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2018 W52,7
A00021S112,Metersbonwe品牌,女装,梭织长裤,2018年,2019 W01,5
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W01,5
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W02,9
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W03,6
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W04,9
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W05,12
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W06,12
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W07,5
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W08,0
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W09,5
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W10,8
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W11,13
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W12,6
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W13,4
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W14,11
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W15,5
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W16,8
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W17,8
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W18,13
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W19,4
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W20,5
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W21,8
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W22,5
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W23,15
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W24,3
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W25,8
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W26,9
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W27,9
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W28,37
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W29,39
A00021S112,Metersbonwe品牌,女装,梭织长裤,2019年,2019 W30,34
A00021S112,Metersbonwe品牌,女装,毛织半裙,2017年,2017 W01,1
A00021S112,Metersbonwe品牌,女装,毛织半裙,2017年,2017 W02,4
A00021S112,Metersbonwe品牌,女装,毛织半裙,2017年,2017 W03,1
A00021S112,Metersbonwe品牌,女装,毛织半裙,2017年,2017 W05,2
A00021S112,Metersbonwe品牌,女装,毛织半裙,2017年,2017 W06,1
A00021S112,Metersbonwe品牌,女装,毛织半裙,2017年,2017 W09,1
